GEOID,Block Group GeoID,Geographic Area Name,Estimate!!Total:,Estimate!!Total:!!Owner occupied:,Estimate!!Total:!!Owner occupied:!!No vehicle available,Owner Carlessness Percentage,Estimate!!Total:!!Owner occupied:!!1 vehicle available,Margin of Error!!Total:!!Owner occupied:!!1 vehicle available,Estimate!!Total:!!Owner occupied:!!2 vehicles available,Margin of Error!!Total:!!Owner occupied:!!2 vehicles available,Estimate!!Total:!!Owner occupied:!!3 vehicles available,Margin of Error!!Total:!!Owner occupied:!!3 vehicles available,Estimate!!Total:!!Owner occupied:!!4 vehicles available,Margin of Error!!Total:!!Owner occupied:!!4 vehicles available,Estimate!!Total:!!Owner occupied:!!5 or more vehicles available,Margin of Error!!Total:!!Owner occupied:!!5 or more vehicles available,Estimate!!Total:!!Renter occupied:,Estimate!!Total:!!Renter occupied:!!No vehicle available,Total Carlessness Count,carless_percentage,Estimate!!Total:!!Renter occupied:!!1 vehicle available,Margin of Error!!Total:!!Renter occupied:!!1 vehicle available,Estimate!!Total:!!Renter occupied:!!2 vehicles available,Margin of Error!!Total:!!Renter occupied:!!2 vehicles available,Estimate!!Total:!!Renter occupied:!!3 vehicles available,Margin of Error!!Total:!!Renter occupied:!!3 vehicles available,Estimate!!Total:!!Renter occupied:!!4 vehicles available,Margin of Error!!Total:!!Renter occupied:!!4 vehicles available,Estimate!!Total:!!Renter occupied:!!5 or more vehicles available,Margin of Error!!Total:!!Renter occupied:!!5 or more vehicles available
1500000US060750101011,060750101011,Block Group 1; Census Tract 101.01; San Francisco County; California,517,22,0,0,0,14,22,32,0,14,0,14,0,14,495,183,203,39%,281,137,31,35,0,14,0,14,0,14
1500000US060750615011,060750615011,Block Group 1; Census Tract 615.01; San Francisco County; California,675,568,25,0.044014085,478,404,0,14,65,107,0,14,0,14,107,43,43,6%,64,81,0,14,0,14,0,14,0,14
1500000US060750615012,060750615012,Block Group 2; Census Tract 615.01; San Francisco County; California,247,165,53,0.321212121,112,98,0,14,0,14,0,14,0,14,82,13,13,5%,69,69,0,14,0,14,0,14,0,14
1500000US060750615013,060750615013,Block Group 3; Census Tract 615.01; San Francisco County; California,392,50,40,0.8,10,17,0,14,0,14,0,14,0,14,342,214,214,55%,106,89,0,14,22,35,0,14,0,14
1500000US060750615021,060750615021,Block Group 1; Census Tract 615.02; San Francisco County; California,886,270,15,0.055555556,181,104,57,79,17,27,0,14,0,14,616,224,224,25%,375,163,17,18,0,14,0,14,0,14
1500000US060750615022,060750615022,Block Group 2; Census Tract 615.02; San Francisco County; California,670,76,11,0.144736842,46,62,19,27,0,14,0,14,0,14,594,332,332,50%,262,238,0,14,0,14,0,14,0,14
1500000US060750615031,060750615031,Block Group 1; Census Tract 615.03; San Francisco County; California,1350,80,62,0.775,18,29,0,14,0,14,0,14,0,14,1270,576,576,43%,478,228,0,14,96,144,75,99,45,38
1500000US060750615032,060750615032,Block Group 2; Census Tract 615.03; San Francisco County; California,359,37,0,0,37,46,0,14,0,14,0,14,0,14,322,209,209,58%,113,80,0,14,0,14,0,14,0,14
1500000US060750615033,060750615033,Block Group 3; Census Tract 615.03; San Francisco County; California,378,127,49,0.385826772,78,89,0,14,0,14,0,14,0,14,251,153,153,40%,98,78,0,14,0,14,0,14,0,14
1500000US060750615041,060750615041,Block Group 1; Census Tract 615.04; San Francisco County; California,615,127,28,0.220472441,90,60,0,14,9,15,0,14,0,14,488,186,186,30%,302,199,0,14,0,14,0,14,0,14
1500000US060750615042,060750615042,Block Group 2; Census Tract 615.04; San Francisco County; California,618,244,9,0.036885246,171,138,64,50,0,14,0,14,0,14,374,186,186,30%,166,100,22,20,0,14,0,14,0,14
1500000US060750615051,060750615051,Block Group 1; Census Tract 615.05; San Francisco County; California,506,299,22,0.073578595,191,63,40,52,0,14,46,61,0,14,207,25,25,5%,144,71,32,26,6,10,0,14,0,14
1500000US060750615061,060750615061,Block Group 1; Census Tract 615.06; San Francisco County; California,992,725,85,0.117241379,620,387,20,30,0,14,0,14,0,14,267,73,73,7%,194,151,0,14,0,14,0,14,0,14
1500000US060750615062,060750615062,Block Group 2; Census Tract 615.06; San Francisco County; California,630,21,0,0,21,34,0,14,0,14,0,14,0,14,609,338,338,54%,189,147,82,82,0,14,0,14,0,14
1500000US060750615063,060750615063,Block Group 3; Census Tract 615.06; San Francisco County; California,965,372,16,0.043010753,306,165,50,37,0,14,0,14,0,14,593,233,233,24%,297,220,41,65,0,14,0,14,22,38
1500000US060750615071,060750615071,Block Group 1; Census Tract 615.07; San Francisco County; California,789,213,81,0.38028169,118,62,7,12,7,12,0,14,0,14,576,388,388,49%,177,121,11,17,0,14,0,14,0,14
1500000US060750615072,060750615072,Block Group 2; Census Tract 615.07; San Francisco County; California,0,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14,0,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14
1500000US060750615081,060750615081,Block Group 1; Census Tract 615.08; San Francisco County; California,271,185,8,0.043243243,143,158,34,55,0,14,0,14,0,14,86,0,0,0%,57,82,29,46,0,14,0,14,0,14
1500000US060750615082,060750615082,Block Group 2; Census Tract 615.08; San Francisco County; California,637,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14,637,303,303,48%,334,114,0,14,0,14,0,14,0,14
1500000US060750615083,060750615083,Block Group 3; Census Tract 615.08; San Francisco County; California,289,171,0,0,145,99,18,23,8,13,0,14,0,14,118,0,0,0%,92,73,26,53,0,14,0,14,0,14
1500000US060759802001,060759802001,Block Group 1; Census Tract 9802; San Francisco County; California,0,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14,0,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14
1500000US060759803001,060759803001,Block Group 1; Census Tract 9803; San Francisco County; California,46,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14,46,34,34,74%,8,9,4,6,0,14,0,14,0,14
1500000US060759804011,060759804011,Block Group 1; Census Tract 9804.01; San Francisco County; California,0,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14,0,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14
1500000US060759805011,060759805011,Block Group 1; Census Tract 9805.01; San Francisco County; California,115,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14,115,106,106,92%,4,7,0,14,5,7,0,14,0,14
1500000US060759806001,060759806001,Block Group 1; Census Tract 9806; San Francisco County; California,577,382,32,0.083769634,228,57,85,48,32,27,5,7,0,14,195,9,9,2%,127,50,59,35,0,14,0,14,0,14
1500000US060759809001,060759809001,Block Group 1; Census Tract 9809; San Francisco County; California,238,23,0,0,6,9,17,28,0,14,0,14,0,14,215,46,46,19%,135,60,12,13,22,32,0,14,0,14
1500000US060759901000,060759901000,Block Group 0; Census Tract 9901; San Francisco County; California,0,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14,0,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14
1500000US060759902000,060759902000,Block Group 0; Census Tract 9902; San Francisco County; California,0,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14,0,0,0,#DIV/0!,0,14,0,14,0,14,0,14,0,14
